"","X","list_ID","common_name","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"55",360,"S20987277","Mallard","Anas platyrhynchos","2014-12-22","09:30 AM",40,60,"US-MO",38.6389068,-90.2853806,177,12,2014
"56",361,"S20997656","Mallard","Anas platyrhynchos","2014-12-23","08:30 AM",35,30,"US-MO",38.6389068,-90.2853806,74,12,2014
"57",362,"S21095947","Mallard","Anas platyrhynchos","2014-12-31","08:00 AM",65,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"58",363,"S21145290","Mallard","Anas platyrhynchos","2015-01-02","09:00 AM",25,5,"US-MO",38.6389068,-90.2853806,119,1,2015
"59",364,"S21322331","Mallard","Anas platyrhynchos","2015-01-12","09:20 AM",45,30,"US-MO",38.6389068,-90.2853806,195,1,2015
"60",365,"S21350144","Mallard","Anas platyrhynchos","2015-01-14","02:30 AM",55,60,"US-MO",38.6389068,-90.2853806,152,1,2015
"61",366,"S21378003","Mallard","Anas platyrhynchos","2015-01-16","04:45 PM",22,15,"US-MO",38.6389068,-90.2853806,59,1,2015
"62",367,"S21419958","Mallard","Anas platyrhynchos","2015-01-19","08:30 AM",12,0,"US-MO",38.6389068,-90.2853806,25,1,2015
"63",368,"S21499852","Mallard","Anas platyrhynchos","2015-01-22","10:30 AM",12,30,"US-MO",38.6389068,-90.2853806,85,1,2015
"64",369,"S22257298","Mallard","Anas platyrhynchos","2015-03-09","01:00 PM",18,20,"US-MO",38.6389068,-90.2853806,51,3,2015
"65",370,"S22360906","Mallard","Anas platyrhynchos","2015-03-15","09:00 AM",16,120,"US-MO",38.6389068,-90.2853806,157,3,2015
"66",371,"S22387893","Mallard","Anas platyrhynchos","2015-03-16","06:00 PM",2,30,"US-MO",38.6389068,-90.2853806,35,3,2015
"67",372,"S22729778","Mallard","Anas platyrhynchos","2015-04-06","06:30 PM",4,45,"US-MO",38.6389068,-90.2853806,44,4,2015
"68",373,"S22776681","Mallard","Anas platyrhynchos","2015-04-09","06:20 PM",2,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"69",374,"S23140528","Mallard","Anas platyrhynchos","2015-04-30","07:00 AM",8,105,"US-MO",38.6389068,-90.2853806,150,4,2015
"70",375,"S23261547","Mallard","Anas platyrhynchos","2015-05-05","07:00 PM",6,45,"US-MO",38.6389068,-90.2853806,54,5,2015
"71",376,"S23471799","Mallard","Anas platyrhynchos","2015-05-13","08:00 AM",6,120,"US-MO",38.6389068,-90.2853806,81,5,2015
"72",377,"S23465605","Mallard","Anas platyrhynchos","2015-05-15","06:30 PM",6,30,"US-MO",38.6389068,-90.2853806,104,5,2015
"73",378,"S25963234","Mallard","Anas platyrhynchos","2015-11-22","08:30 AM",8,45,"US-MO",38.6389068,-90.2853806,78,11,2015
"74",379,"S29265867","Mallard","Anas platyrhynchos","2016-04-27","08:00 AM",2,45,"US-MO",38.6389068,-90.2853806,87,4,2016
"75",380,"S29505290","Mallard","Anas platyrhynchos","2016-05-08","01:30 PM",4,90,"US-MO",38.6383932,-90.267979,43,5,2016
"76",381,"S31926545","Mallard","Anas platyrhynchos","2016-10-06","12:00 PM",2,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"77",382,"S32025863","Mallard","Anas platyrhynchos","2016-10-13","01:15 PM",4,60,"US-MO",38.6389068,-90.2853806,32,10,2016
"78",383,"S33616660","Mallard","Anas platyrhynchos","2017-01-12","07:00 AM",12,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"79",384,"S33780633","Mallard","Anas platyrhynchos","2017-01-19","07:01 AM",8,56,"US-MO",38.6389068,-90.2853806,240,1,2017
"80",385,"S33809874","Mallard","Anas platyrhynchos","2017-01-20","04:26 PM",12,59,"US-MO",38.6389068,-90.2853806,188,1,2017
"81",386,"S35533959","Mallard","Anas platyrhynchos","2017-03-30","07:05 AM",15,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"82",387,"S35698031","Mallard","Anas platyrhynchos","2017-04-04","07:00 AM",10,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"83",388,"S35861224","Mallard","Anas platyrhynchos","2017-04-10","06:06 PM",2,68,"US-MO",38.6389068,-90.2853806,28,4,2017
"84",389,"S35918417","Mallard","Anas platyrhynchos","2017-04-13","06:59 AM",5,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"85",390,"S35959752","Mallard","Anas platyrhynchos","2017-04-14","05:47 PM",1,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"86",391,"S36118134","Mallard","Anas platyrhynchos","2017-04-20","07:00 AM",5,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"87",392,"S36198905","Mallard","Anas platyrhynchos","2017-04-23","08:13 AM",4,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"88",393,"S36305628","Mallard","Anas platyrhynchos","2017-04-27","06:56 AM",4,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"89",394,"S36497526","Mallard","Anas platyrhynchos","2017-05-02","06:56 PM",1,58,"US-MO",38.6389068,-90.2853806,40,5,2017
"90",395,"S36840525","Mallard","Anas platyrhynchos","2017-05-13","06:00 PM",3,45,"US-MO",38.6389068,-90.2853806,114,5,2017
"91",396,"S36956314","Mallard","Anas platyrhynchos","2017-05-18","07:04 AM",10,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"92",397,"S37374545","Mallard","Anas platyrhynchos","2017-06-04","07:53 AM",2,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"93",398,"S38541052","Mallard","Anas platyrhynchos","2017-08-08","07:05 AM",45,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"94",399,"S42135357","Mallard","Anas platyrhynchos","2018-01-21","01:37 PM",21,127,"US-MO",38.6389068,-90.2853806,275,1,2018
"95",400,"S42619189","Mallard","Anas platyrhynchos","2018-02-09","12:43 PM",6,25,"US-MO",38.6389068,-90.2853806,22,2,2018
"96",401,"S44103398","Mallard","Anas platyrhynchos","2018-03-30","07:12 PM",15,32,"US-MO",38.6389068,-90.2853806,104,3,2018
"97",402,"S45158368","Mallard","Anas platyrhynchos","2018-05-01","06:23 PM",4,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"98",403,"S49551085","Mallard","Anas platyrhynchos","2018-10-25","01:30 PM",6,70,"US-MO",38.6389068,-90.2853806,63,10,2018
"99",404,"S89689436","Mallard","Anas platyrhynchos","2021-06-05","05:55 PM",2,85,"US-MO",38.6383932,-90.267979,56,6,2021
"100",405,"S89715685","Mallard","Anas platyrhynchos","2021-06-06","08:01 AM",2,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"101",406,"S17251602","Mallard","Anas platyrhynchos","2014-03-01","12:30 PM",2,60,"US-MO",38.63304,-90.29158,58,3,2014
"102",407,"S36599002","Mallard","Anas platyrhynchos","2017-05-06","04:10 PM",2,42,"US-MO",38.6259678,-90.1853703,39,5,2017
"103",408,"S13421647","Mallard","Anas platyrhynchos","2013-03-16","02:00 PM",4,0,"US-MO",38.6129807,-90.2593803,106,3,2013
"104",409,"S17575595","Mallard","Anas platyrhynchos","2014-03-23","03:30 PM",2,90,"US-MO",38.6129807,-90.2593803,123,3,2014
"105",410,"S18317547","Mallard","Anas platyrhynchos","2014-05-10","07:30 AM",2,240,"US-MO",38.6129807,-90.2593803,130,5,2014
"106",411,"S21011399","Mallard","Anas platyrhynchos","2014-12-24","12:00 PM",2,120,"US-MO",38.6129807,-90.2593803,48,12,2014
"107",412,"S22239405","Mallard","Anas platyrhynchos","2015-03-08","11:45 AM",12,120,"US-MO",38.6129807,-90.2593803,75,3,2015
"108",413,"S22828782","Mallard","Anas platyrhynchos","2015-04-12","11:00 AM",6,150,"US-MO",38.6129807,-90.2593803,112,4,2015
"109",414,"S23326412","Mallard","Anas platyrhynchos","2015-05-09","07:00 AM",5,180,"US-MO",38.6129807,-90.2593803,134,5,2015
"110",415,"S28837436","Mallard","Anas platyrhynchos","2016-04-09","09:15 AM",4,120,"US-MO",38.6129807,-90.2593803,60,4,2016
"111",416,"S37507879","Mallard","Anas platyrhynchos","2017-06-10","08:50 AM",2,90,"US-MO",38.6129807,-90.2593803,56,6,2017
"112",417,"S41266689","Mallard","Anas platyrhynchos","2017-12-23","08:41 AM",21,80,"US-MO",38.6129807,-90.2593803,58,12,2017
"113",418,"S43760440","Mallard","Anas platyrhynchos","2018-03-18","03:54 PM",2,71,"US-MO",38.6129807,-90.2593803,74,3,2018
"114",419,"S44377158","Mallard","Anas platyrhynchos","2018-04-08","04:11 PM",4,62,"US-MO",38.6129807,-90.2593803,53,4,2018
"115",420,"S45362421","Mallard","Anas platyrhynchos","2018-05-06","09:35 AM",3,134,"US-MO",38.6129807,-90.2593803,86,5,2018
"116",421,"S38628943","Mallard","Anas platyrhynchos","2017-08-13","03:48 PM",24,55,"US-MO",38.5605873,-90.2872912,164,8,2017
"117",422,"S17873207","Mallard","Anas platyrhynchos","2014-04-13","10:45 AM",2,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"118",423,"S19661218","Mallard","Anas platyrhynchos","2014-09-01","09:00 AM",15,120,"US-MO",38.6066358,-90.2582139,43,9,2014
"119",424,"S21127561","Mallard","Anas platyrhynchos","2015-01-01","02:30 PM",3,90,"US-MO",38.6066358,-90.2582139,151,1,2015
"120",425,"S23175611","Mallard","Anas platyrhynchos","2015-05-02","06:50 AM",1,105,"US-MO",38.6066358,-90.2582139,103,5,2015
"121",426,"S36184977","Mallard","Anas platyrhynchos","2017-04-22","06:16 PM",2,88,"US-MO",38.6066358,-90.2582139,64,4,2017
"122",427,"S37165903","Mallard","Anas platyrhynchos","2017-05-26","06:09 PM",3,69,"US-MO",38.6066358,-90.2582139,79,5,2017
"123",428,"S21381789","Mallard","Anas platyrhynchos","2015-01-17","11:30 AM",200,90,"US-MO",38.5708329,-90.3004558,253,1,2015
"124",429,"S65566629","Mallard","Anas platyrhynchos","2020-03-08","10:28 AM",2,24,"US-OK",36.152075,-95.9778614,35,3,2020
"125",430,"S65902721","Mallard","Anas platyrhynchos","2020-03-17","11:41 AM",2,55,"US-OK",36.1043584,-95.9828367,86,3,2020
"126",431,"S66184821","Mallard","Anas platyrhynchos","2020-03-24","06:09 PM",2,58,"US-OK",36.1431952,-95.9334761,3154,3,2020
"127",432,"S84766529","Mallard","Anas platyrhynchos","2021-04-04","11:17 AM",1,32,"US-OK",36.1433479,-95.9096313,37,4,2021
"128",433,"S68152310","Mallard","Anas platyrhynchos","2020-04-30","07:12 PM",2,13,"US-OK",36.1514978,-95.9796871,33,4,2020
"129",434,"S68100906","Mallard","Anas platyrhynchos","2020-04-30","09:33 AM",1,39,"US-OK",36.1501278,-95.8943009,59,4,2020
"130",435,"S68187140","Mallard","Anas platyrhynchos","2020-05-01","10:02 AM",2,47,"US-OK",36.1501278,-95.8943009,33,5,2020
"131",436,"S88201182","Mallard","Anas platyrhynchos","2021-05-15","01:20 PM",5,72,"US-OK",36.2222811,-95.9239566,33,5,2021
"132",437,"S64885073","Mallard","Anas platyrhynchos","2020-02-20","03:59 PM",50,93,"US-OK",36.116064,-95.98525,200,2,2020
"133",438,"S99973704","Mallard","Anas platyrhynchos","2022-01-02","04:08 PM",20,25,"US-OK",36.215678,-95.933325,582,1,2022
"134",439,"S51186467","Mallard","Anas platyrhynchos","2019-01-01","03:57 PM",2,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"135",440,"S65697899","Mallard","Anas platyrhynchos","2020-03-11","06:58 PM",1,47,"US-OK",36.1166302,-95.9907184,281,3,2020
"136",441,"S66376442","Mallard","Anas platyrhynchos","2020-03-29","01:51 PM",2,30,"US-OK",36.1431728,-96.2771857,59,3,2020
"137",442,"S64885077","Mallard","Anas platyrhynchos","2020-02-22","02:52 PM",100,56,"US-OK",35.813121,-95.405804,658,2,2020
"138",443,"S64885104","Mallard","Anas platyrhynchos","2020-02-22","09:33 AM",3,45,"US-OK",35.872406,-95.401213,153,2,2020
"139",444,"S82037948","Mallard","Anas platyrhynchos","2021-02-20","05:15 PM",250,4,"US-OK",35.9664503,-95.4937384,696,2,2021
